Exchange,Symbol,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Longbusinesssummary,Weight
NYQ,MAS,Masco Corporation,Masco Corporation,Industrials,Building Products & Equipment,54.9,13400377344,1202000000,0.111,Livonia,MI,United States,18000,"Masco Corporation designs, manufactures, and distributes home improvement and building products in North America, Europe, and internationally. The company operates through two segments, Plumbing Products and Decorative Architectural Products. The Plumbing Products segment offers faucets, showerheads, handheld showers, valves, bath hardware and accessories, bathing units, shower bases and enclosures, sinks, toilets, acrylic tubs, shower trays, spas, exercise pools, and fitness systems; brass, copper, and composite plumbing system components; connected water products; thermoplastic solutions, extruded plastic profiles, specialized fabrications, and PEX tubing products; and other non-decorative plumbing products. This segment provides its products under the DELTA, BRIZO, PEERLESS, HANSGROHE, AXOR, KRAUS, GINGER, NEWPORT BRASS, BRASSTECH, WALTEC, BRISTAN, HERITAGE, MIROLIN, HÃPPE, HOT SPRING, CALDERA, FREEFLOW SPAS, FANTASY SPAS, ENDLESS POOLS, BRASSCRAFT, PLUMB SHOP, COBRA, COBRA PRO, and MASTER PLUMBER brands. The Decorative Architectural Products segment offers paints, primers, specialty coatings, stains, and waterproofing products, as well as paint applicators and accessories; cabinet and door hardware, functional hardware, wall plates, hook and rail products, closet organization systems, and picture hanging accessories; decorative bath hardware, mirrors, and shower accessories and doors; and decorative indoor and outdoor lighting fixtures, ceiling fans, landscape lighting, and LED lighting systems. This segment provides its products under the BEHR, KILZ, WHIZZ, Elder & Jenks, LIBERTY, BRAINERD, FRANKLIN BRASS, KICHLER, and ÃLAN brands. It sells its products to the plumbing, heating, and hardware wholesalers; home centers and online retailers; hardware stores; electrical and landscape distributors; lighting showrooms; building supply outlets; and other mass merchandisers. Masco Corporation was founded in 1929 and is headquartered in Livonia, Michigan.",0.00031182874573868423
NYQ,BBWI,"Bath & Body Works, Inc.","Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,51.615,13302373376,2872999936,-0.012,Columbus,OH,United States,22400,"Bath & Body Works, Inc. engages in the retailing of body care, home fragrance products, soaps, and sanitizers. The company sells its products under the Bath & Body Works, White Barn, C.O. Bigelow, and other brand names through online and at retail stores located in the United States and Canada, as well as through international stores operated by partners under franchise, license, and wholesale arrangements. It operates approximately 1,750 company-operated Bath & Body Works locations and 300 international franchised locations, as well as bathandbodyworks.com. The company was formerly known as L Brands, Inc. and changed its name to Bath & Body Works, Inc. in August 2021. Bath & Body Works, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.",0.0003095481790326625
NMS,FFIV,"F5, Inc.","F5, Inc.",Technology,Software—Infrastructure,215.54,13197384704,559646976,0.109,Seattle,WA,United States,6396,"F5, Inc. provides multi-cloud application security and delivery solutions for the security, performance, and availability of network applications, servers, and storage systems. The company's multi-cloud application security and delivery solutions enable its customers to develop, deploy, operate, secure, and govern applications in any architecture, from on-premises to the public cloud. It offers application security and delivery products, including BIG-IP appliances and VIPRION chassis and related software modules and software-only Virtual Editions; Local Traffic Manager and DNS Services; Advanced Firewall Manager and Policy Enforcement Manager that leverage the unique performance characteristics of its hardware and software architecture; Application Security Manager and Access Policy Manager; NGINX Plus and NGINX Controller; Shape Defense and Enterprise Defense; Secure Web Gateway, and Silverline DDoS and Application security offerings; and online fraud and abuse prevention solutions. The company also provides a range of professional services, including consulting, training, installation, maintenance, and other technical support services. F5, Inc. sells its products to large enterprise businesses, public sector institutions, governments, and service providers through distributors, value-added resellers, managed service providers, and systems integrators in the Americas, Europe, the Middle East, Africa, and the Asia Pacific region. It has partnerships with public cloud providers, such as Amazon Web Services, Microsoft Azure, and Google Cloud Platform. The company was formerly known as F5 Networks, Inc. and changed its name to F5, Inc. in November 2021. F5, Inc. was incorporated in 1996 and is headquartered in Seattle, Washington.",0.00030710507724036944
NMS,PTC,PTC Inc.,PTC Inc.,Technology,Software—Application,111.89,13188698112,452246016,0.229,Boston,MA,United States,6709,"PTC Inc. operates as software and services company in the Americas, Europe, and the Asia Pacific. The company operates in two segments, Software Products and Professional Services. It offers ThingWorx platform, which offers a set of capabilities that enable enterprises to digitally transform every aspect of their business with innovative solutions that are simple to create, easy to implement, scalable to meet future needs, and designed to enable customers to accelerate time to value; and Vuforia, which enables the visualization of digital information in a physical context and the creation of AR. The company also provides Onshape, a software-as-a-service product development platform unites computer-aided design with data management, collaboration tools, and real-time analytics; Arena, a PLM solution enables product teams to collaborate virtually anytime and anywhere; Creo, a 3D CAD technology enables the digital design, testing, and modification of product models; and Windchill, a product lifecycle management software. In addition, it offers Integrity, an application lifecycle management solution; Servigistics, service parts management solution; and consulting, implementation, training, cloud, and license and support services. The company was formerly known as Parametric Technology Corporation and changed its name to PTC Inc. in January 2013. PTC Inc. was incorporated in 1985 and is headquartered in Boston, Massachusetts.",0.00030690293897078433
NMS,DISCA,"Discovery, Inc. - Series A","Discovery, Inc.",Communication Services,Entertainment,26.235,13047242752,3655000064,0.104,New York,NY,United States,11000,"Discovery, Inc., a media company, provides content across various distribution platforms in approximately 50 languages worldwide. It operates in two segments, U.S. Networks and International Networks. The company owns and operates various television networks under the Discovery Channel, HGTV, Food Network, TLC, Animal Planet, Investigation Discovery, Travel Channel, Science, MotorTrend, Discovery en EspaÃ±ol, Discovery Familia, Eurosport, TVN, Discovery Kids, Discovery Family, American Heroes Channel, Destination America, Discovery Life, DIY Network, Cooking Channel, Great American Country, ID, the Oprah Winfrey Network, Eurosport, DMAX, and Discovery Home & Health brands, as well as other regional television networks. Its content spans genres, including survival, natural history, exploration, sports, general entertainment, home, food, travel, heroes, adventure, crime and investigation, health, and kids. The company also operates production studios that develop and produce content; and digital products and Websites. It provides content through various distribution platforms comprising pay-television, free-to-air and broadcast television, authenticated GO applications, digital distribution arrangements, content licensing agreements, and direct-to-consumer subscriptions, as well as various platforms that include brand-aligned Websites, online streaming, mobile devices, video on demand, and broadband channels. The company was founded in 1985 and is headquartered in New York, New York.",0.0003036112520014943
NYQ,WRK,Westrock Company,WestRock Company,Consumer Cyclical,Packaging & Containers,47.99,12625593344,2893199872,0.125,Atlanta,GA,United States,50000,"WestRock Company, together with its subsidiaries, provides fiber-based paper and packaging solutions in North America, South America, Europe, Asia, and Australia. It operates through two segments, Corrugated Packaging and Consumer Packaging. The Corrugated Packaging segment produces containerboards, corrugated sheets, corrugated packaging, and preprinted linerboards to consumer and industrial products manufacturers, and corrugated box manufacturers. It also provides structural and graphic design, engineering services and custom, and proprietary and standard automated packaging machines, as well as turn-key installation, automation, line integration, and packaging solutions; distributes corrugated packaging materials and other specialty packaging products, including stretch films, void fills, carton sealing tapes, and other specialty tapes; operates recycling facilities that collect, sort, grade, and bale recovered paper; and provides lithographic laminated packaging products, as well as contract packing services. The Consumer Packaging segment manufactures and sells folding cartons that are used to package food, paper, beverages, dairy products, tobacco, confectionery, health and beauty, other household consumer, and commercial and industrial products; and express mail packages for the overnight courier industry. It also offers inserts and labels, as well as rigid packaging and other printed packaging products, such as transaction cards, brochures, product literature, marketing materials, and grower tags and plant stakes for the horticultural market; and secondary packages and paperboard packaging for over-the-counter and prescription drugs. In addition, this segment manufactures and sells solid fiber and corrugated partitions, and die-cut paperboard components principally to glass container manufacturers and the automotive industry, as well as producers of beer, food, wine, spirits, cosmetics, and pharmaceuticals. WestRock Company is based in Atlanta, Georgia.",0.0002937994084494192
NMS,CTXS,"Citrix Systems, Inc.","Citrix Systems, Inc.",Technology,Software—Application,101.14,12614483968,575734016,0.051,Fort Lauderdale,FL,United States,,"Citrix Systems, Inc., an enterprise software company, provides workspace, app delivery and security, and professional services worldwide. The company offers workspace services, including Citrix Workspace; Citrix Virtual Apps and Desktops; Collaborative Work Management; Citrix Content Collaboration, a cloud-based file sharing, digital transaction, and storage solution, which provides enterprise-class data services on various corporate and personal mobile devices; Citrix Analytics for Security that assesses the behavior of Citrix Virtual Apps and Desktops, and Citrix Workspace users and applies actions to protect sensitive corporate information; Citrix Analytics for Performance, which uses machine learning to quantify user experience; Citrix Secure Workspace Access that provides an end-to-end solution to implement Zero Trust principles; and Citrix Secure Internet Access, which provides a solution that protects direct internet access for branch and remote workers using unsanctioned apps. It also provides Citrix ADC that offers application delivery controller, on-premise, in-cloud, and SaaS deployment option solutions. In addition, the company provides customer services, hardware maintenance, consulting, and product training and certification services. The company serves healthcare, financial services, technology, manufacturing, consumer, and government agencies. It markets and licenses its products through resellers, distributors, systems integrators, independent software vendors, original equipment manufacturers, and service providers. The company was formerly known as Citrus Systems, Inc. and changed its name to Citrix Systems, Inc. in March 2009. Citrix Systems, Inc. was incorporated in 1989 and is headquartered in Fort Lauderdale, Florida.",0.0002935408916408929
NYQ,CMA,Comerica Incorporated,Comerica Incorporated,Financial Services,Banks—Regional,95.3,12498500608,,0.13,Dallas,TX,United States,7459,"Comerica Incorporated, through its subsidiaries, provides various financial products and services. It operates through Commercial Bank, Retail Bank, Wealth Management, and Finance segments. The Commercial Bank segment offers various products and services, including commercial loans and lines of credit, deposits, cash management, capital market products, international trade finance, letters of credit, foreign exchange management services, and loan syndication services for small and middle market businesses, multinational corporations, and governmental entities. The Retail Bank segment provides personal financial services, such as consumer lending, consumer deposit gathering, and mortgage loan origination. This segment also offers various consumer products that include deposit accounts, installment loans, credit cards, student loans, home equity lines of credit, and residential mortgage loans, as well as commercial products and services to micro-businesses. The Wealth Management segment provides products and services comprising fiduciary, private banking, retirement, investment management and advisory, and investment banking and brokerage services. It also sells annuity products, as well as life, disability, and long-term care insurance products. The Finance segment engages in the securities portfolio, and asset and liability management activities. It operates in Texas, California, Michigan, Arizona, Florida, and Canada. The company was formerly known as DETROITBANK Corporation and changed its name to Comerica Incorporated in July 1982. Comerica Incorporated was founded in 1849 and is headquartered in Dallas, Texas.",0.0002908419418466506
NMS,REG,Regency Centers Corporation,Regency Centers Corporation,Real Estate,REIT—Retail,72.44,12402669568,722347008,0.281,Jacksonville,FL,United States,431,"Regency Centers is the preeminent national owner, operator, and developer of shopping centers located in affluent and densely populated trade areas. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",0.00028861193949381286
NYQ,NI,NiSource Inc,NiSource Inc.,Utilities,Utilities—Regulated Gas,31.43,12342718464,1763000064,0.163,Merrillville,IN,United States,,"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. The company operates through two segments, Gas Distribution Operations and Electric Operations. It provides natural gas services and transportation for residential, commercial, and industrial customers; generates, transmits, and distributes electricity; and wholesale and transmission transaction services. The company owns and operates two coal-fired electric generating stations with a capacity of 2,080 megawatts (MW); combined cycle gas turbine with a capacity of 571 MW; two gas-fired generating units with a capacity of 155 MW; and two hydroelectric generating plants with a capacity of 10 MW. It serves approximately 4 million natural gas customers in six states under the Columbia Gas and NIPSCO brands; and 500,000 electricity customers in the northern part of Indiana. The company was formerly known as NIPSCO Industries, Inc. and changed its name to NiSource Inc. in April 1999. NiSource Inc. was founded in 1847 and is headquartered in Merrillville, Indiana.",0.00028721686851289455
NYQ,LNC,Lincoln National Corporation,Lincoln National Corporation,Financial Services,Insurance—Life,68.14,12313510912,2051000064,0.113,Radnor,PA,United States,10848,"Lincoln National Corporation, through its subsidiaries, operates multiple insurance and retirement businesses in the United States. It operates through four segments: Annuities, Retirement Plan Services, Life Insurance, and Group Protection. The Annuities segment offers fixed, variable, and indexed variable annuities. The Retirement Plan Services segment provides employers with retirement plan products and services primarily in the defined contribution retirement plan marketplace. This segment offers individual and group variable annuities, group fixed annuities, and mutual fund-based programs; and a range of plan services, including plan recordkeeping, compliance testing, participant education, and trust and custodial services. The Life Insurance segment provides life insurance products, including term insurance, such as single and survivorship versions of universal life insurance; variable universal life insurance; indexed universal life insurance products; and critical illness and long-term care riders. The Group Protection segment offers group non-medical insurance products comprising short and long-term disability, statutory disability and paid family medical leave administration and absence management services, term life, dental, vision and accident, and critical illness benefits and services to the employer marketplace through various forms of employee-paid and employer-paid plans. The company distributes its products through consultants, brokers, planners, agents, financial advisors, third-party administrators, and other intermediaries. Lincoln National Corporation was founded in 1905 and is based in Radnor, Pennsylvania.",0.0002865372044950499
NMS,HSIC,"Henry Schein, Inc.","Henry Schein, Inc.",Healthcare,Medical Distribution,88.73,12304544768,1016691008,0.119,Melville,NY,United States,21000,"Henry Schein, Inc. provides health care products and services to dental practitioners and laboratories, physician practices, government, institutional health care clinics, and other alternate care clinics worldwide. It operates in two segments, Health Care Distribution, and Technology and Value-Added Services. The Health Care Distribution segment offers dental products, including infection-control products, handpieces, preventatives, impression materials, composites, anesthetics, teeth, dental implants, gypsum, acrylics, articulators, abrasives, dental chairs, delivery units and lights, X-ray supplies and equipment, personal protective equipment, and high-tech and digital restoration equipment, as well as equipment repair services. This segment also provides medical products comprising branded and generic pharmaceuticals, vaccines, surgical products, diagnostic tests, infection-control products, X-ray products, equipment, and vitamins. The Technology and Value-Added Services segment offers software, technology, and other value-added services that include practice management software systems for dental and medical practitioners. This segment also provides value-added practice solutions, which comprise financial services on a non-recourse basis, e-services, practice technology, network, and hardware services, as well as continuing education services for practitioners, and consulting and other services. Henry Schein, Inc. was founded in 1932 and is headquartered in Melville, New York.",0.0002863285610094331
NYQ,JNPR,"Juniper Networks, Inc.","Juniper Networks, Inc.",Technology,Communication Equipment,37.69,12256070656,680300032,0.044,Sunnyvale,CA,United States,9950,"Juniper Networks, Inc. designs, develops, and sells network products and services worldwide. The company offers routing products, such as ACX series universal access routers to deploy high-bandwidth services; MX series Ethernet routers that function as a universal edge platform; PTX series packet transport routers; and NorthStar controllers. It also provides switching products, including EX series Ethernet switches to address the access, aggregation, and core layer switching requirements of micro branch, branch office, and campus environments; QFX series of core, spine, and top-of-rack data center switches; and juniper access points, which provide wireless access and performance. In addition, the company offers security products comprising SRX series services gateways for the data center; Branch SRX family provides an integrated firewall and next-generation firewall; virtual firewall that delivers various features of physical firewalls; and advanced malware protection, a cloud-based service and Juniper ATP. Further, it offers Junos OS, a network operating system; Contrail networking and cloud platform, which provides an open-source and standards-based platform for SDN and NFV; Contrail Insights, an optimization and management software platform for public, private, and hybrid clouds; Mist AI-driven Wired, Wireless, and WAN assurance solutions to set and measure key metrics; Mist AI-driven Marvis Virtual Network Assistant, which identifies the root cause of issues; and Netrounds, a software-based active test and service assurance platform. Additionally, the company provides software-as-a-service, technical support, maintenance, and professional services, as well as education and training programs. It sells its products through direct sales, distributors, value-added resellers, and original equipment manufacturers to end-users in the cloud, service provider, and enterprise markets. The company was incorporated in 1996 and is headquartered in Sunnyvale, California.",0.00028520056131526596
BTS,CBOE,"Cboe Global Markets, Inc.","Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,114.18,12176497664,919699968,0.03,Chicago,IL,United States,1010,"Cboe Global Markets, Inc., through its subsidiaries, operates as an options exchange worldwide. It operates through five segments: Options, North American Equities, Futures, European Equities, and Global FX. The Options segment trades in listed market indices. The North American Equities segment trades in listed U.S. and Canadian equities; and offers exchange-traded products (ETP) transaction and ETP listing services. The Futures segment trades in futures. The European Equities segment offers pan-European listed equities transaction services, ETPs, exchange-traded commodities, and international depository receipts, as well as ETP listings and clearing services. The Global FX segment provides institutional foreign exchange (FX) trading and non-deliverable forward FX transactions services. The company has strategic relationships with S&P Dow Jones Indices, LLC; FTSE International Limited; Frank Russell Company; MSCI Inc.; and DJI Opco, LLC. The company was formerly known as CBOE Holdings, Inc. and changed its name to Cboe Global Markets, Inc. in October 2017. Cboe Global Markets, Inc. was founded in 1973 and is headquartered in Chicago, Illinois.",0.0002833488861233622
NMS,HAS,"Hasbro, Inc.","Hasbro, Inc.",Consumer Cyclical,Leisure,86.44,11924140032,1158200064,0.169,Pawtucket,RI,United States,6640,"Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company. Its Consumer Products segment engages in the sourcing, marketing, and sale of toy and game products. This segment also promotes its brands through the out-licensing of trademarks, characters, and other brand and intellectual property rights to third parties through the sale of branded consumer products, such as toys and apparels. Its toys and games include action figures, arts and crafts and creative play products, fashion and other dolls, play sets, preschool toys, plush products, sports action blasters and accessories, vehicles and toy-related specialty products, games, and other consumer products; and licensed products, such as apparels, publishing products, home goods and electronics, and toy products. The company's Wizards of the Coast and Digital Gaming segment engages in the promotion of its brands through the development of trading card, role-playing, and digital game experiences based on Hasbro and Wizards of the Coast games. Its Entertainment segment engages in the development, acquisition, production, distribution, and sale of world-class entertainment content, including film, scripted and unscripted television, family programming, digital content, and live entertainment. The company sells its products to retailers, distributors, wholesalers, discount stores, drug stores, mail order houses, catalog stores, department stores, and other traditional retailers, as well as ecommerce retailers; and directly to customer through Hasbro PULSE e-commerce website. Hasbro, Inc. was founded in 1923 and is headquartered in Pawtucket, Rhode Island.",0.0002774764870226474
NYQ,RE,"Everest Re Group, Ltd.","Everest Re Group, Ltd.",Financial Services,Insurance—Reinsurance,302.66,11915421696,,0.154,Hamilton,,Bermuda,1746,"Everest Re Group, Ltd., through its subsidiaries, provides reinsurance and insurance products in the United States, Bermuda, and internationally. The company operates through Reinsurance Operations and Insurance Operations segments. The Reinsurance Operations segment writes property and casualty reinsurance; and specialty lines of business through reinsurance brokers, as well as directly with ceding companies in the United States, Bermuda, Ireland, Canada, Singapore, and the United Kingdom. The Insurance Operations segment writes property and casualty insurance directly, as well as through brokers, surplus lines brokers, and general agents in the United States, Canada, Europe, Ireland, and Switzerland. The company also provides treaty and facultative reinsurance products; admitted and non-admitted insurance products; and property and casualty reinsurance and insurance coverages, including marine, aviation, surety, errors and omissions liability, directors' and officers' liability, medical malpractice, mortgage reinsurance, other specialty lines, accident and health, and workers' compensation products. In addition, it offers commercial property and casualty insurance products through wholesale and retail brokers, surplus lines brokers, and program administrators. Everest Re Group, Ltd. was founded in 1973 and is headquartered in Hamilton, Bermuda.",0.00027727361006552753
NYQ,UHS,"Universal Health Services, Inc.","Universal Health Services, Inc.",Healthcare,Medical Care Facilities,147.94,11890958336,1998183936,0.084,King of Prussia,PA,United States,89000,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, and outpatient and behavioral health care facilities. The company operates through Acute Care Hospital Services and Behavioral Health Care Services segments. Its hospitals offer general and specialty surgery, internal medicine, obstetrics, emergency room care, radiology, oncology, diagnostic care, coronary care, pediatric services, pharmacy services, and/or behavioral health services. As of February 25, 2021, it owned and/or operated 360 inpatient facilities, and 39 outpatient and other facilities located in 38 states; Washington, D.C.; the United Kingdom; and Puerto Rico. The company also provides commercial health insurance services. Universal Health Services, Inc. founded in 1978 and is headquartered in King of Prussia, Pennsylvania.",0.0002767043440911802
NYQ,WRB,W.R. Berkley Corporation,W. R. Berkley Corporation,Financial Services,Insurance—Property & Casualty,66.79,11797785600,1550987648,0.115,Greenwich,CT,United States,,"W. R. Berkley Corporation, an insurance holding company, operates as a commercial lines writer in the United States and internationally. It operates in two segments, Insurance and Reinsurance & Monoline Excess. The Insurance segment underwrites commercial insurance business, including premises operations, commercial automobile, property, products liability, and general and professional liability lines. It also provides workers' compensation insurance products; accident and health insurance and reinsurance products; insurance for commercial risks; specialty environmental products for contractors, consultants, and property owners and facilities operators; specialized insurance coverages for fine arts and jewelry exposures; umbrella and excess liability coverage products; and liquor liability and inland marine coverage for small to medium-sized insureds. In addition, this segment offers directors and officers, and surety risk products, as well as products for technology, and life sciences and travel industries; cyber risk solutions; casualty, group life, and crime and fidelity related insurance products; personal lines insurance solutions, including home, condo/co-op, auto, and collectibles; automobile, law enforcement, public officials and educator's legal, and employment practices liability, as well as incidental medical insurance products; and at-risk and alternative risk insurance program management services. The Reinsurance & Monoline Excess segment provides other insurance companies and self-insureds with assistance in managing their net risk through reinsurance on a portfolio basis through treaty reinsurance or on an individual basis through facultative reinsurance. W. R. Berkley Corporation was founded in 1967 and is headquartered in Greenwich, Connecticut.",0.0002745362008622188
NYQ,DVA,DaVita Inc.,DaVita Inc.,Healthcare,Medical Care Facilities,115.61,11780659200,2451047936,0.013,Denver,CO,United States,69000,"DaVita Inc. provides kidney dialysis services for patients suffering from chronic kidney failure. The company operates kidney dialysis centers and provides related lab services in outpatient dialysis centers. It also provides outpatient, hospital inpatient, and home-based hemodialysis services; owns clinical laboratories that provide routine laboratory tests for dialysis and other physician-prescribed laboratory tests for ESRD patients; and management and administrative services to outpatient dialysis centers. In addition, the company provides disease management services to 16,000 patients in risk-based integrated care arrangements and 7,000 patients in other integrated care arrangements; vascular access services; clinical research programs; physician services; and comprehensive kidney care services. As of December 31, 2021, it provided dialysis and administrative services in the United States through a network of 2,815 outpatient dialysis centers serving approximately 203,100 patients; and operated 339 outpatient dialysis centers located in 10 countries outside of the United States serving approximately 39,900 patients. Further, the company provides acute inpatient dialysis services in approximately 850 hospitals and related laboratory services in the United States. The company was formerly known as DaVita HealthCare Partners Inc. and changed its name to DaVita Inc. in September 2016. DaVita Inc. was incorporated in 1994 and is headquartered in Denver, Colorado.",0.00027413766702291534
NMS,AAL,"American Airlines Group, Inc.",American Airlines Group Inc.,Industrials,Airlines,18.1901,11778343936,-2841999872,1.34,Fort Worth,TX,United States,123400,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C., as well as through partner gateways in London, Madrid, Seattle/Tacoma, Sydney, and Tokyo. As of December 31, 2021, it operated a mainline fleet of 865 aircraft. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1930 and is headquartered in Fort Worth, Texas.",0.0002740837904901402
NYQ,TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,Consumer Defensive,Beverages—Brewers,54.07,11757360128,2299099904,0.025,Golden,CO,United States,17000,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally. The company was formerly known as Molson Coors Brewing Company and changed its name to Molson Coors Beverage Company in January 2020. Molson Coors Beverage Company was founded in 1774 and is based in Golden, Colorado.",0.0002735954942010516
NYQ,LUMN,"Lumen Technologies, Inc.","Lumen Technologies, Inc.",Communication Services,Telecom Services,11.33,11600673792,8465999872,-0.054,Monroe,LA,United States,37000,"Lumen Technologies, Inc., a facilities-based technology and communications company, provides various integrated services and solutions under CenturyLink name to business and residential customers in the United States and internationally. The company operates through five segments: International and Global Accounts Management, Enterprise, Small and Medium Business, Wholesale, and Consumer. It offers IP and data services, including VPN data network, Ethernet, internet protocol (IP), and content delivery services. The company also offers transport and infrastructure services comprising high bandwidth optical networks; unlit optical fiber networks, and related professional and management services; private line services, a direct circuit or channel specifically dedicated for connecting two or more organizational sites; colocation and data center services; and consulting services, which include network management, installation and maintenance of data equipment, and building of proprietary fiber-optic broadband networks for government and business customers. In addition, the company provides voice and collaboration services, including primary rate interface service, local inbound service, switched one-plus, toll free, long distance, and international services; and voice over internet protocol services. Further, it offers IT and managed service that include network, hosting, public and private cloud, and other IT services, as well as intuitive management tools. Additionally, the company is involved in leasing and subleasing of space. As of December 31, 2020, it served approximately 4.5 million broadband subscribers. The company was formerly knowen as CenturyLink, Inc. and changed its name to Lumen Technologies, Inc. in September 2020. Lumen Technologies, Inc. was incorporated in 1968 and is headquartered in Monroe, Louisiana.",0.00026994938018687077
NYQ,PHM,"PulteGroup, Inc.","PulteGroup, Inc.",Consumer Cyclical,Residential Construction,45.2,11444006912,2314807040,0.177,Atlanta,GA,United States,5249,"PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States. The company acquires and develops land primarily for residential purposes; and constructs housing on such land. It offers various home designs, including single-family detached, townhouses, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, American West, and John Wieland Homes and Neighborhoods brand names. As of December 31, 2020, the company controlled 180,352 lots, of which 91,363 were owned and 88,989 were under land option agreements. It also arranges financing through the origination of mortgage loans primarily for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies, and examination and closing services to homebuyers. PulteGroup, Inc. has a strategic relationship with Invitation Homes Inc. The company was formerly known as Pulte Homes, Inc. and changed its name to PulteGroup, Inc. in March 2010. PulteGroup, Inc. was founded in 1950 and is headquartered in Atlanta, Georgia.",0.0002663037189166628
NYQ,WHR,Whirlpool Corporation,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",187.11,11365641216,2822000128,0.003,Benton Harbor,MI,United States,69000,"Whirlpool Corporation manufactures and markets home appliances and related products. It operates through four segments: North America; Europe, Middle East and Africa; Latin America; and Asia. The company's principal products include refrigerators, freezers, ice makers, and refrigerator water filters; laundry appliances and related laundry accessories; cooking and other small domestic appliances; and dishwasher appliances and related accessories, as well as mixers. It markets and distributes its products primarily under the Whirlpool, Maytag, KitchenAid, JennAir, Amana, Roper, Affresh, Gladiator, Swash, everydrop, Speed Queen, Hotpoint, Bauknecht, Indesit, Ignis, Privileg, Consul, Eslabon de Lujo, Brastemp, Acros, Ariston, Diqua, and Royalstar brands. The company sells its products to retailers, distributors, dealers, builders, and other manufacturers, as well as directly to consumers. Whirlpool Corporation was founded in 1911 and is headquartered in Benton Harbor, Michigan.",0.00026448013767970904
NYQ,SNA,Snap-On Incorporated,Snap-on Incorporated,Industrials,Tools & Accessories,210.73,11281430528,1232099968,0.023,Kenosha,WI,United States,12800,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide. It operates through Commercial & Industrial Group, Snap-on Tools Group, Repair Systems & Information Group, and Financial Services segments. The company offers hand tools, including wrenches, sockets, ratchet wrenches, pliers, screwdrivers, punches and chisels, saws and cutting tools, pruning tools, torque measuring instruments, and other products; power tools, such as cordless, pneumatic, hydraulic, and corded tools; and tool storage products comprising tool chests, roll cabinets, and other products. It also provides handheld and computer-based diagnostic products, service and repair information products, diagnostic software solutions, electronic parts catalogs, business management systems and services, point-of-sale systems, integrated systems for vehicle service shops, original equipment manufacturer purchasing facilitation services, and warranty management systems and analytics. In addition, the company offers solutions for the service of vehicles and industrial equipment that include wheel alignment equipment, wheel balancers, tire changers, vehicle lifts, test lane equipment, collision repair equipment, vehicle air conditioning service equipment, brake service equipment, fluid exchange equipment, transmission troubleshooting equipment, safety testing equipment, battery chargers, and hoists, as well as after-sales support services and training programs. Further, it provides financing programs to facilitate the sales of its products and support its franchise business. The company serves the aviation and aerospace, agriculture, construction, government and military, mining, natural resources, power generation, and technical education industries, as well as vehicle dealerships and repair centers. Snap-on Incorporated was founded in 1920 and is based in Kenosha, Wisconsin.",0.0002625205426218438
